@relation train-weka.filters.unsupervised.attribute.NumericToBinary-Rlast

@attribute 'Reaction number' numeric
@attribute 'Reactant 1 name' {CuCl2*2H2O}
@attribute 'Reactant 1 mass (g)' numeric
@attribute 'Reactant 2 name' {HF}
@attribute 'Reactant 2 mass (g)' numeric
@attribute 'Reactant 3 name' {R-aqnHCl}
@attribute 'Reactant 3 mass (g)' numeric
@attribute 'Reactant 4 name' {x}
@attribute 'Reactant 4 mass (g)' numeric
@attribute 'Reactant 5 name' {water}
@attribute 'Reactant 5 mass (g)' numeric
@attribute 'Temp (C)' numeric
@attribute 'Time (h)' numeric
@attribute 'Slow cool' {yes}
@attribute 'pH (x = unknown)' numeric
@attribute Leak {no}
@attribute 'purity (0 = no data in notebook, 1 = multiphase; 2 = single phase)' numeric
@attribute 'outcome (0 = no data in notebook, 1 = no solid; 2 = noncrystalline/brown; 3 = powder/crystallites; 4 = large single crystals)' numeric
@attribute Notes string

@data
145.102,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,5,no,2,4,?
145.103,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,36,yes,7,no,2,4,?
145.104,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,1,no,2,4,?
145.105,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,3,no,2,4,?
145.106,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,5,no,2,4,?
145.107,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,90,48,yes,7,no,2,4,?
145.108,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,1,no,2,4,?
145.109,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,3,no,2,4,?
145.11,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,5,no,2,4,?
145.111,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,24,yes,7,no,2,4,?
145.112,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,1,no,2,4,?
145.113,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,3,no,2,4,?
145.114,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,5,no,2,4,?
145.115,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,36,yes,7,no,2,4,?
145.116,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,1,no,2,4,?
145.117,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,3,no,2,4,?
145.118,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,5,no,2,4,?
145.119,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,110,48,yes,7,no,2,4,?
145.12,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,1,no,2,4,?
145.121,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,3,no,2,4,?
145.122,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,5,no,2,4,?
145.123,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,24,yes,7,no,2,4,?
145.124,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,1,no,2,4,?
145.125,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,3,no,2,4,?
145.126,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,5,no,2,4,?
145.127,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,36,yes,7,no,2,4,?
145.128,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,1,no,2,4,?
145.129,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,3,no,2,4,?
145.13,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,5,no,2,4,?
145.131,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,130,48,yes,7,no,2,4,?
145.132,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,1,no,2,4,?
145.133,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,3,no,2,4,?
145.134,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,5,no,2,4,?
145.135,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,24,yes,7,no,2,4,?
145.136,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,1,no,2,4,?
145.137,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,3,no,2,4,?
145.138,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,5,no,2,4,?
145.139,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,36,yes,7,no,2,4,?
145.14,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,1,no,2,4,?
145.141,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,3,no,2,4,?
145.142,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,5,no,2,4,?
145.143,CuCl2*2H2O,46.03041,HF,13.004121,R-aqnHCl,15.92968,x,-1,water,45,150,48,yes,7,no,2,4,?
146,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,24,yes,1,no,2,4,?
146.1,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,24,yes,3,no,2,4,?
146.2,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,24,yes,5,no,2,4,?
146.3,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,24,yes,7,no,2,4,?
146.4,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,36,yes,1,no,2,4,?
146.5,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,36,yes,3,no,2,4,?
146.6,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,36,yes,5,no,2,4,?
146.7,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,36,yes,7,no,2,4,?
146.8,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,48,yes,1,no,2,4,?
146.9,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,48,yes,3,no,2,4,?
146.1,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,48,yes,5,no,2,4,?
146.11,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,90,48,yes,7,no,2,4,?
146.12,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,24,yes,1,no,2,4,?
146.13,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,24,yes,3,no,2,4,?
146.14,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,24,yes,5,no,2,4,?
146.15,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,24,yes,7,no,2,4,?
146.16,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,36,yes,1,no,2,4,?
146.17,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,36,yes,3,no,2,4,?
146.18,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,36,yes,5,no,2,4,?
146.19,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,36,yes,7,no,2,4,?
146.2,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,48,yes,1,no,2,4,?
146.21,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,48,yes,3,no,2,4,?
146.22,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,48,yes,5,no,2,4,?
146.23,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,110,48,yes,7,no,2,4,?
146.24,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,24,yes,1,no,2,4,?
146.25,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,24,yes,3,no,2,4,?
146.26,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,24,yes,5,no,2,4,?
146.27,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,24,yes,7,no,2,4,?
146.28,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,36,yes,1,no,2,4,?
146.29,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,36,yes,3,no,2,4,?
146.3,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,36,yes,5,no,2,4,?
146.31,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,36,yes,7,no,2,4,?
146.32,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,48,yes,1,no,2,4,?
146.33,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,48,yes,3,no,2,4,?
146.34,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,48,yes,5,no,2,4,?
146.35,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,130,48,yes,7,no,2,4,?
146.36,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,24,yes,1,no,2,4,?
146.37,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,24,yes,3,no,2,4,?
146.38,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,24,yes,5,no,2,4,?
146.39,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,24,yes,7,no,2,4,?
146.4,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,36,yes,1,no,2,4,?
146.41,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,36,yes,3,no,2,4,?
146.42,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,36,yes,5,no,2,4,?
146.43,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,36,yes,7,no,2,4,?
146.44,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,48,yes,1,no,2,4,?
146.45,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,48,yes,3,no,2,4,?
146.46,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,48,yes,5,no,2,4,?
146.47,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,9,150,48,yes,7,no,2,4,?
146.48,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,1,no,2,4,?
146.49,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,3,no,2,4,?
146.5,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,5,no,2,4,?
146.51,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,24,yes,7,no,2,4,?
146.52,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,1,no,2,4,?
146.53,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,3,no,2,4,?
146.54,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,5,no,2,4,?
146.55,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,36,yes,7,no,2,4,?
146.56,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,1,no,2,4,?
146.57,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,3,no,2,4,?
146.58,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,5,no,2,4,?
146.59,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,90,48,yes,7,no,2,4,?
146.6,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,1,no,2,4,?
146.61,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,3,no,2,4,?
146.62,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,5,no,2,4,?
146.63,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,24,yes,7,no,2,4,?
146.64,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,1,no,2,4,?
146.65,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,3,no,2,4,?
146.66,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,5,no,2,4,?
146.67,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,36,yes,7,no,2,4,?
146.68,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,1,no,2,4,?
146.69,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,3,no,2,4,?
146.7,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,5,no,2,4,?
146.71,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,110,48,yes,7,no,2,4,?
146.72,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,1,no,2,4,?
146.73,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,3,no,2,4,?
146.74,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,5,no,2,4,?
146.75,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,24,yes,7,no,2,4,?
146.76,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,1,no,2,4,?
146.77,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,3,no,2,4,?
146.78,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,5,no,2,4,?
146.79,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,36,yes,7,no,2,4,?
146.8,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,1,no,2,4,?
146.81,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,3,no,2,4,?
146.82,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,5,no,2,4,?
146.83,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,130,48,yes,7,no,2,4,?
146.84,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,1,no,2,4,?
146.85,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,3,no,2,4,?
146.86,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,5,no,2,4,?
146.87,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,24,yes,7,no,2,4,?
146.88,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,1,no,2,4,?
146.89,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,3,no,2,4,?
146.9,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,5,no,2,4,?
146.91,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,36,yes,7,no,2,4,?
146.92,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,1,no,2,4,?
146.93,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,3,no,2,4,?
146.94,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,5,no,2,4,?
146.95,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,27,150,48,yes,7,no,2,4,?
146.96,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,1,no,2,4,?
146.97,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,3,no,2,4,?
146.98,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,5,no,2,4,?
146.99,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,24,yes,7,no,2,4,?
146.1,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,1,no,2,4,?
146.101,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,3,no,2,4,?
146.102,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,5,no,2,4,?
146.103,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,36,yes,7,no,2,4,?
146.104,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,1,no,2,4,?
146.105,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,3,no,2,4,?
146.106,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,5,no,2,4,?
146.107,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,90,48,yes,7,no,2,4,?
146.108,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,1,no,2,4,?
146.109,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,3,no,2,4,?
146.11,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,5,no,2,4,?
146.111,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,24,yes,7,no,2,4,?
146.112,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,1,no,2,4,?
146.113,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,3,no,2,4,?
146.114,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,5,no,2,4,?
146.115,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,36,yes,7,no,2,4,?
146.116,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,1,no,2,4,?
146.117,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,3,no,2,4,?
146.118,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,5,no,2,4,?
146.119,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,110,48,yes,7,no,2,4,?
146.12,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,1,no,2,4,?
146.121,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,3,no,2,4,?
146.122,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,5,no,2,4,?
146.123,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,24,yes,7,no,2,4,?
146.124,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,1,no,2,4,?
146.125,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,3,no,2,4,?
146.126,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,5,no,2,4,?
146.127,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,36,yes,7,no,2,4,?
146.128,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,1,no,2,4,?
146.129,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,3,no,2,4,?
146.13,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,5,no,2,4,?
146.131,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,130,48,yes,7,no,2,4,?
146.132,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,1,no,2,4,?
146.133,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,3,no,2,4,?
146.134,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,5,no,2,4,?
146.135,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,24,yes,7,no,2,4,?
146.136,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,1,no,2,4,?
146.137,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,3,no,2,4,?
146.138,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,5,no,2,4,?
146.139,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,36,yes,7,no,2,4,?
146.14,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,1,no,2,4,?
146.141,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,3,no,2,4,?
146.142,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,5,no,2,4,?
146.143,CuCl2*2H2O,13.63864,HF,13.004121,R-aqnHCl,53.76267,x,-1,water,45,150,48,yes,7,no,2,4,?
147,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,9,90,24,yes,1,no,2,4,?
147.49,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,24,yes,3,no,2,4,?
147.5,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,24,yes,5,no,2,4,?
147.51,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,24,yes,7,no,2,4,?
147.52,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,36,yes,1,no,2,4,?
147.53,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,36,yes,3,no,2,4,?
147.54,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,36,yes,5,no,2,4,?
147.55,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,36,yes,7,no,2,4,?
147.56,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,48,yes,1,no,2,4,?
147.57,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,48,yes,3,no,2,4,?
147.58,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,48,yes,5,no,2,4,?
147.59,CuCl2*2H2O,46.03041,HF,1.600507,R-aqnHCl,129.42865,x,-1,water,27,90,48,yes,7,no,2,4,?
